row,type,name,province,county,district,rural,hierarchicalCode,nationalId
4056,بخش,مرکزی,چهارمحال و بختیاری,کیار,,,251610,1000011906
4057,دهستان,کیار غربی,چهارمحال و بختیاری,کیار,مرکزی,,25161010,1000033272
4058,دهستان,کیارشرقی,چهارمحال و بختیاری,کیار,مرکزی,,25161011,1000033280
4059,شهر,شلمزار,چهارمحال و بختیاری,کیار,مرکزی,,251610500,1000049922
4060,شهر,گهرو,چهارمحال و بختیاری,کیار,مرکزی,,251610501,1000049930
4061,شهر,دستناء,چهارمحال و بختیاری,کیار,مرکزی,,251610502,1000049948
4062,بخش,ناغان,چهارمحال و بختیاری,کیار,,,251611,1000011914
4063,دهستان,ناغان,چهارمحال و بختیاری,کیار,ناغان,,25161110,1000033298
4064,دهستان,مشایخ,چهارمحال و بختیاری,کیار,ناغان,,25161111,1000033306
4065,شهر,ناغان,چهارمحال و بختیاری,کیار,ناغان,,251611500,1000049955
4066,شهرستان,بن,چهارمحال و بختیاری,,,,2517,1000003242
4067,بخش,مرکزی,چهارمحال و بختیاری,بن,,,251710,1000011922
4068,دهستان,وردنجان,چهارمحال و بختیاری,بن,مرکزی,,25171010,1000033314
4069,دهستان,حومه,چهارمحال و بختیاری,بن,مرکزی,,25171011,1000033322
4070,شهر,بن,چهارمحال و بختیاری,بن,مرکزی,,251710500,1000049963
4071,شهر,وردنجان,چهارمحال و بختیاری,بن,مرکزی,,251710501,1000049971
4072,بخش,شیدا,چهارمحال و بختیاری,بن,,,251711,1000011930
4073,دهستان,زاینده رودجنوبی,چهارمحال و بختیاری,بن,شیدا,,25171110,1000033330
4074,دهستان,شیدا,چهارمحال و بختیاری,بن,شیدا,,25171111,1000033348
4075,شهر,یانچشمه,چهارمحال و بختیاری,بن,شیدا,,251711500,1000268589
4076,شهرستان,سامان,چهارمحال و بختیاری,,,,2518,1000003259
4077,بخش,مرکزی,چهارمحال و بختیاری,سامان,,,251810,1000011948
4078,دهستان,سامان,چهارمحال و بختیاری,سامان,مرکزی,,25181010,1000033355
4079,دهستان,چما,چهارمحال و بختیاری,سامان,مرکزی,,25181011,1000033363
4080,شهر,سامان,چهارمحال و بختیاری,سامان,مرکزی,,251810500,1000049989
4081,بخش,زاینده رود,چهارمحال و بختیاری,سامان,,,251811,1000011955
4082,دهستان,هوره,چهارمحال و بختیاری,سامان,زاینده رود,,25181110,1000033371
4083,دهستان,زرین,چهارمحال و بختیاری,سامان,زاینده رود,,25181111,1000033389
4084,شهر,هوره,چهارمحال و بختیاری,سامان,زاینده رود,,251811500,1000213072
4085,شهرستان,خانمیرزا,چهارمحال و بختیاری,,,,2519,1000544930
4086,بخش,مرکزی,چهارمحال و بختیاری,خانمیرزا,,,251910,1000011823
4087,دهستان,خانمیرزا,چهارمحال و بختیاری,خانمیرزا,مرکزی,,25191010,1000033108
4088,دهستان,جوانمردی,چهارمحال و بختیاری,خانمیرزا,مرکزی,,25191011,1000033116
4089,شهر,آلونی,چهارمحال و بختیاری,خانمیرزا,مرکزی,,251910500,1000049823
4090,بخش,ارمند,چهارمحال و بختیاری,خانمیرزا,,,251911,1000544922
4091,دهستان,ارمند,چهارمحال و بختیاری,خانمیرزا,ارمند,,25191110,1000033058
4092,دهستان,سپیدار,چهارمحال و بختیاری,خانمیرزا,ارمند,,25191111,1000544914
4093,شهرستان,فلارد,چهارمحال و بختیاری,,,,2520,1002706073
4094,بخش,مرکزی,چهارمحال و بختیاری,فلارد,,,252010,1000011815
4095,دهستان,فلارد,چهارمحال و بختیاری,فلارد,مرکزی,,25201010,1000033082
4096,دهستان,شهریار,چهارمحال و بختیاری,فلارد,مرکزی,,25201011,1002706040
4097,شهر,ملا خلیفه,چهارمحال و بختیاری,فلارد,مرکزی,,252010500,1000049815
4098,بخش,امام زاده حسن,چهارمحال و بختیاری,فلارد,,,252011,1002706065
4099,دهستان,پشتکوه,چهارمحال و بختیاری,فلارد,امام زاده حسن,,25201110,1000033090
4100,دهستان,پروز,چهارمحال و بختیاری,فلارد,امام زاده حسن,,25201111,1002706057
4101,استان,زنجان,,,,,26,1000000180
4102,شهرستان,زنجان,زنجان,,,,2610,1000003267
4103,بخش,مرکزی,زنجان,زنجان,,,261010,1000011963
4104,دهستان,بناب,زنجان,زنجان,مرکزی,,26101010,1000033397
4105,دهستان,بوغداکندی,زنجان,زنجان,مرکزی,,26101011,1000033405
4106,دهستان,تهم,زنجان,زنجان,مرکزی,,26101012,1000033413
4107,دهستان,زنجانرود بالا,زنجان,زنجان,مرکزی,,26101013,1000033421
4108,دهستان,قلتوق,زنجان,زنجان,مرکزی,,26101014,1000033439
4109,دهستان,معجزات,زنجان,زنجان,مرکزی,,26101015,1000033447
4110,شهر,زنجان,زنجان,زنجان,مرکزی,,261010500,1000049997
4111,بخش,زنجانرود,زنجان,زنجان,,,261011,1000011971
4112,دهستان,چایپاره بالا,زنجان,زنجان,زنجانرود,,26101110,1000033454
4113,دهستان,چایپاره پائین,زنجان,زنجان,زنجانرود,,26101111,1000033462
4114,دهستان,زنجانرود پائین,زنجان,زنجان,زنجانرود,,26101112,1000033470
4115,دهستان,غنی بیگلو,زنجان,زنجان,زنجانرود,,26101113,1000033488
4116,شهر,نیک پی,زنجان,زنجان,زنجانرود,,261011500,1000050003
4117,بخش,قره پشتلو,زنجان,زنجان,,,261012,1000011989
4118,دهستان,قره پشتلو بالا,زنجان,زنجان,قره پشتلو,,26101210,1000033496
4119,دهستان,قره پشتلو پائین,زنجان,زنجان,قره پشتلو,,26101211,1000033504
4120,دهستان,سهرین,زنجان,زنجان,قره پشتلو,,26101212,1000033512
4121,شهر,ارمغانخانه,زنجان,زنجان,قره پشتلو,,261012500,1000050011
4122,شهرستان,ابهر,زنجان,,,,2611,1000003275
4123,بخش,مرکزی,زنجان,ابهر,,,261110,1000011997
4124,دهستان,ابهررود,زنجان,ابهر,مرکزی,,26111010,1000033520
4125,دهستان,حومه,زنجان,ابهر,مرکزی,,26111011,1000033538
4126,دهستان,درسجین,زنجان,ابهر,مرکزی,,26111012,1000033546
4127,دهستان,دولت آباد,زنجان,ابهر,مرکزی,,26111013,1000033553
4128,دهستان,صائین قلعه,زنجان,ابهر,مرکزی,,26111014,1000033561
4129,شهر,ابهر,زنجان,ابهر,مرکزی,,261110500,1000050029
4130,شهر,هیدج,زنجان,ابهر,مرکزی,,261110501,1000050037
4131,شهر,صائین قلعه,زنجان,ابهر,مرکزی,,261110502,1000050045
4132,شهرستان,خدابنده,زنجان,,,,2612,1000003283
4133,بخش,مرکزی,زنجان,خدابنده,,,261210,1000012003
4134,دهستان,خرارود,زنجان,خدابنده,مرکزی,,26121011,1000033587
4135,دهستان,سهرورد,زنجان,خدابنده,مرکزی,,26121012,1000033595
4136,دهستان,کرسف,زنجان,خدابنده,مرکزی,,26121013,1000033603
4137,شهر,قیدار,زنجان,خدابنده,مرکزی,,261210500,1000050052
4138,شهر,سهرورد,زنجان,خدابنده,مرکزی,,261210501,1000050060
4139,شهر,نوربهار,زنجان,خدابنده,مرکزی,,261210502,1000050078
4140,شهر,کرسف,زنجان,خدابنده,مرکزی,,261210503,1000050086
4141,بخش,افشار,زنجان,خدابنده,,,261211,1000012011
4142,دهستان,شیوانات,زنجان,خدابنده,افشار,,26121110,1000033611
4143,دهستان,قشلاقات افشار,زنجان,خدابنده,افشار,,26121111,1000033629
4144,شهر,گرماب,زنجان,خدابنده,افشار,,261211500,1000050094
4145,بخش,بزینه رود,زنجان,خدابنده,,,261212,1000012029
4146,دهستان,بزینه رود,زنجان,خدابنده,بزینه رود,,26121210,1000033637
4147,دهستان,زرینه رود,زنجان,خدابنده,بزینه رود,,26121211,1000033645
4148,شهر,زرین رود,زنجان,خدابنده,بزینه رود,,261212500,1000050102
4149,بخش,سجاس رود,زنجان,خدابنده,,,261213,1000012037
4150,دهستان,آقبلاغ,زنجان,خدابنده,سجاس رود,,26121310,1000033652
4151,دهستان,سجاس رود,زنجان,خدابنده,سجاس رود,,26121311,1000033660
4152,شهر,سجاس,زنجان,خدابنده,سجاس رود,,261213500,1000050110
4153,بخش,دوتپه,زنجان,خدابنده,,,261214,1002654075
4154,دهستان,حومه,زنجان,خدابنده,دوتپه,,26121410,1000033579
4155,دهستان,توپقره,زنجان,خدابنده,دوتپه,,26121411,1002654067
4156,شهرستان,ماهنشان,زنجان,,,,2613,1000003291
4157,بخش,مرکزی,زنجان,ماهنشان,,,261310,1000012045
4158,دهستان,اوریاد,زنجان,ماهنشان,مرکزی,,26131010,1000033678
4159,دهستان,قزل گچیلو,زنجان,ماهنشان,مرکزی,,26131011,1000033686
4160,دهستان,ماهنشان,زنجان,ماهنشان,مرکزی,,26131012,1000033694
4161,شهر,ماه نشان,زنجان,ماهنشان,مرکزی,,261310500,1000050128
4162,بخش,انگوران,زنجان,ماهنشان,,,261311,1000012052
4163,دهستان,انگوران,زنجان,ماهنشان,انگوران,,26131110,1000033702
4164,دهستان,قلعه جوق,زنجان,ماهنشان,انگوران,,26131111,1000033710
4165,شهر,دندی,زنجان,ماهنشان,انگوران,,261311500,1000050136
4166,شهرستان,ایجرود,زنجان,,,,2614,1000003309
4167,بخش,مرکزی,زنجان,ایجرود,,,261410,1000012060
4168,دهستان,ایجرود بالا,زنجان,ایجرود,مرکزی,,26141010,1000033728
4169,دهستان,سعید آباد,زنجان,ایجرود,مرکزی,,26141011,1000033736
4170,دهستان,گلابر,زنجان,ایجرود,مرکزی,,26141012,1000033744
4171,شهر,زرین آباد,زنجان,ایجرود,مرکزی,,261410500,1000050144
4172,بخش,حلب,زنجان,ایجرود,,,261411,1000012078
4173,دهستان,ایجرود پائین,زنجان,ایجرود,حلب,,26141110,1000033751
4174,شهر,حلب,زنجان,ایجرود,حلب,,261411500,1000050151
4175,شهرستان,طارم,زنجان,,,,2615,1000003317
4176,بخش,مرکزی,زنجان,طارم,,,261510,1000012086
4177,دهستان,آب بر,زنجان,طارم,مرکزی,,26151010,1000033769
4178,دهستان,درام,زنجان,طارم,مرکزی,,26151011,1000033777
4179,شهر,آب بر,زنجان,طارم,مرکزی,,261510500,1000050169
4180,بخش,چورزق,زنجان,طارم,,,261511,1000012094
4181,دهستان,چورزق,زنجان,طارم,چورزق,,26151110,1000033793
4182,دهستان,دستجرده,زنجان,طارم,چورزق,,26151111,1000033801
4183,شهر,چورزق,زنجان,طارم,چورزق,,261511500,1000050177
4184,بخش,گیلوان,زنجان,طارم,,,261512,1000545309
4185,دهستان,گیلوان,زنجان,طارم,گیلوان,,26151210,1000033785
4186,دهستان,تشویر,زنجان,طارم,گیلوان,,26151211,1000545291
4187,شهرستان,خرمدره,زنجان,,,,2616,1000003325
4188,بخش,مرکزی,زنجان,خرمدره,,,261610,1000012102
4189,دهستان,خرمدره,زنجان,خرمدره,مرکزی,,26161010,1000033819
4190,دهستان,الوند,زنجان,خرمدره,مرکزی,,26161011,1000033827
4191,شهر,خرمدره,زنجان,خرمدره,مرکزی,,261610500,1000050185
4192,شهرستان,سلطانیه,زنجان,,,,2617,1000003333
4193,بخش,مرکزی,زنجان,سلطانیه,,,261710,1000012110
4194,دهستان,سلطانیه,زنجان,سلطانیه,مرکزی,,26171010,1000033835
4195,دهستان,سنبل آباد,زنجان,سلطانیه,مرکزی,,26171011,1000033843
4196,شهر,سلطانیه,زنجان,سلطانیه,مرکزی,,261710500,1000050193
4197,بخش,باغ حلی,زنجان,سلطانیه,,,261711,1000012128
4198,دهستان,گوزلدره,زنجان,سلطانیه,باغ حلی,,26171110,1000033850
4199,دهستان,قره بلاغ,زنجان,سلطانیه,باغ حلی,,26171111,1000033868
4200,استان,لرستان,,,,,27,1000000198
4201,شهرستان,خرم آباد,لرستان,,,,2710,1000003341
4202,بخش,بیرانوند,لرستان,خرم آباد,,,271010,1000012136
4203,دهستان,بیرانوند جنوبی,لرستان,خرم آباد,بیرانوند,,27101010,1000033876
4204,دهستان,بیرانوند شمالی,لرستان,خرم آباد,بیرانوند,,27101011,1000033884
4205,شهر,بیرانشهر,لرستان,خرم آباد,بیرانوند,,271010500,1000050201
4206,بخش,زاغه,لرستان,خرم آباد,,,271011,1000012144
4207,دهستان,رازان,لرستان,خرم آباد,زاغه,,27101110,1000033892
4208,دهستان,زاغه,لرستان,خرم آباد,زاغه,,27101111,1000033900
4209,دهستان,قائدرحمت,لرستان,خرم آباد,زاغه,,27101112,1000033918
4210,شهر,زاغه,لرستان,خرم آباد,زاغه,,271011500,1000050219
4211,بخش,مرکزی,لرستان,خرم آباد,,,271012,1000012151
4212,دهستان,ازنا,لرستان,خرم آباد,مرکزی,,27101210,1000033926
4213,دهستان,ده پیر,لرستان,خرم آباد,مرکزی,,27101211,1000033934
4214,دهستان,رباط,لرستان,خرم آباد,مرکزی,,27101212,1000033942
4215,دهستان,کاکاشرف,لرستان,خرم آباد,مرکزی,,27101213,1000033959
4216,دهستان,کرگاه غربی,لرستان,خرم آباد,مرکزی,,27101214,1000033967
4217,دهستان,ده پیر شمالی,لرستان,خرم آباد,مرکزی,,27101215,1000033975
4218,دهستان,کرگاه شرقی,لرستان,خرم آباد,مرکزی,,27101216,1000033983
4219,شهر,خرم آباد,لرستان,خرم آباد,مرکزی,,271012500,1000050227
4220,بخش,پاپی,لرستان,خرم آباد,,,271013,1000012169
4221,دهستان,چم سنگر,لرستان,خرم آباد,پاپی,,27101310,1000033991
4222,دهستان,سپیددشت,لرستان,خرم آباد,پاپی,,27101311,1000034007
4223,دهستان,کشور,لرستان,خرم آباد,پاپی,,27101312,1000034015
4224,دهستان,تنگ هفت,لرستان,خرم آباد,پاپی,,27101313,1000034023
4225,دهستان,گریت,لرستان,خرم آباد,پاپی,,27101314,1000034031
4226,شهر,سپیددشت,لرستان,خرم آباد,پاپی,,271013500,1000050235
4227,شهرستان,بروجرد,لرستان,,,,2711,1000003358
4228,بخش,اشترینان,لرستان,بروجرد,,,271110,1000012177
4229,دهستان,اشترینان,لرستان,بروجرد,اشترینان,,27111010,1000034049
4230,دهستان,بردسره,لرستان,بروجرد,اشترینان,,27111011,1000034056
4231,دهستان,گودرزی,لرستان,بروجرد,اشترینان,,27111012,1000034064
4232,شهر,اشترینان,لرستان,بروجرد,اشترینان,,271110500,1000050243
4233,شهر,ونایی,لرستان,بروجرد,اشترینان,,271110501,1000238467
4234,بخش,مرکزی,لرستان,بروجرد,,,271111,1000012185
4235,دهستان,همت آباد,لرستان,بروجرد,مرکزی,,27111111,1000034080
4236,دهستان,والانجرد,لرستان,بروجرد,مرکزی,,27111112,1000034098
4237,دهستان,دره صیدی,لرستان,بروجرد,مرکزی,,27111113,1000034106
4238,شهر,بروجرد,لرستان,بروجرد,مرکزی,,271111500,1000050250
4239,بخش,شیروان,لرستان,بروجرد,,,271112,1002657268
4240,دهستان,شیروان شرقی,لرستان,بروجرد,شیروان,,27111210,1000034072
4241,دهستان,شیروان غربی,لرستان,بروجرد,شیروان,,27111211,1002656757
4242,شهرستان,لایگودرز,لرستان,,,,2712,1000003366
4243,بخش,مرکزی,لرستان,لایگودرز,,,271210,1000012193
4244,دهستان,پاچه لک شرقی,لرستان,لایگودرز,مرکزی,,27121010,1000034114
4245,دهستان,خمه,لرستان,لایگودرز,مرکزی,,27121011,1000034122
4246,شهر,لایگودرز,لرستان,لایگودرز,مرکزی,,271210500,1000050268
4247,بخش,ززوماهرو,لرستان,لایگودرز,,,271211,1000012201
4248,دهستان,ززشرقی,لرستان,لایگودرز,ززوماهرو,,27121110,1000034130
4249,دهستان,ززغربی,لرستان,لایگودرز,ززوماهرو,,27121111,1000034148
4250,دهستان,ماهرو,لرستان,لایگودرز,ززوماهرو,,27121112,1000034155
4251,شهر,شول آباد,لرستان,لایگودرز,ززوماهرو,,271211500,1000050276
4252,بخش,ذلقی,لرستان,لایگودرز,,,271212,1000012219
4253,دهستان,پیشکوه ذلقی,لرستان,لایگودرز,ذلقی,,27121210,1000034163
4254,دهستان,ذلقی شرقی,لرستان,لایگودرز,ذلقی,,27121211,1000034171
4255,دهستان,ذلقی غربی,لرستان,لایگودرز,ذلقی,,27121212,1000034189
4256,شهر,تیتکان بزنوید,لرستان,لایگودرز,ذلقی,,271212500,1000242196
4257,بخش,بربرود شرقی,لرستان,لایگودرز,,,271213,1000012227
4258,دهستان,بربرود شرقی,لرستان,لایگودرز,بربرود شرقی,,27121310,1000034197
4259,دهستان,فرسش,لرستان,لایگودرز,بربرود شرقی,,27121311,1000034205
4260,شهر,چمن سلطان,لرستان,لایگودرز,بربرود شرقی,,271213500,1000213122
4261,بخش,بربرود غربی,لرستان,لایگودرز,,,271214,1000012235
4262,دهستان,بربرود غربی,لرستان,لایگودرز,بربرود غربی,,27121410,1000034213
4263,دهستان,چشمه پر,لرستان,لایگودرز,بربرود غربی,,27121411,1000034221
4264,شهر,شاپور آباد,لرستان,لایگودرز,بربرود غربی,,271214500,1000213130
4265,شهرستان,دلفان,لرستان,,,,2713,1000003374
4266,بخش,مرکزی,لرستان,دلفان,,,271310,1000012243
4267,دهستان,نورعلی,لرستان,دلفان,مرکزی,,27131012,1000034254
4268,دهستان,نور آباد,لرستان,دلفان,مرکزی,,27131013,1000034262
4269,شهر,نور آباد,لرستان,دلفان,مرکزی,,271310500,1000050284
4270,بخش,کاکاوند,لرستان,دلفان,,,271311,1000012250
4271,دهستان,کاکاوند شرقی,لرستان,دلفان,کاکاوند,,27131112,1000034296
4272,دهستان,کاکاوند غربی,لرستان,دلفان,کاکاوند,,27131113,1000034304
4273,شهر,هفت چشمه,لرستان,دلفان,کاکاوند,,271311500,1000050292
4274,بخش,خاوه,لرستان,دلفان,,,271312,1000012268
4275,دهستان,خاوه جنوبی,لرستان,دلفان,خاوه,,27131210,1000034312
4276,دهستان,خاوه شمالی,لرستان,دلفان,خاوه,,27131211,1000034320
4277,شهر,برخوردار,لرستان,دلفان,خاوه,,271312500,1000246809
4278,بخش,ایتیوند,لرستان,دلفان,,,271313,1002697926
4279,دهستان,ایتیوند جنوبی,لرستان,دلفان,ایتیوند,,27131310,1000034270
4280,دهستان,ایتیوند شمالی,لرستان,دلفان,ایتیوند,,27131311,1000034288
4281,بخش,میربگ,لرستان,دلفان,,,271314,1002697934
4282,دهستان,میربگ جنوبی,لرستان,دلفان,میربگ,,27131410,1000034239
4283,دهستان,میربگ شمالی,لرستان,دلفان,میربگ,,27131411,1000034247
4284,شهرستان,کوهدشت,لرستان,,,,2714,1000003382
4285,بخش,مرکزی,لرستان,کوهدشت,,,271410,1000012276
4286,دهستان,کوهدشت جنوبی,لرستان,کوهدشت,مرکزی,,27141010,1000034338
4287,دهستان,کوهدشت شمالی,لرستان,کوهدشت,مرکزی,,27141011,1000034346
4288,دهستان,گل گل,لرستان,کوهدشت,مرکزی,,27141012,1000034353
4289,شهر,کوهدشت,لرستان,کوهدشت,مرکزی,,271410500,1000050300
4290,بخش,طرهان,لرستان,کوهدشت,,,271411,1000012284
4291,دهستان,طرهان,لرستان,کوهدشت,طرهان,,27141110,1000034361
4292,دهستان,طرهان غربی,لرستان,کوهدشت,طرهان,,27141111,1000034379
4293,شهر,گراب,لرستان,کوهدشت,طرهان,,271411500,1000050318
4294,بخش,کوهنانی,لرستان,کوهدشت,,,271412,1000012292
4295,دهستان,زیر تنگ,لرستان,کوهدشت,کوهنانی,,27141210,1000034387
4296,دهستان,کوهنانی,لرستان,کوهدشت,کوهنانی,,27141211,1000034395
4297,شهر,کوهنانی,لرستان,کوهدشت,کوهنانی,,271412500,1000050326
4298,بخش,درب گنبد,لرستان,کوهدشت,,,271413,1000012300
4299,دهستان,درب گنبد,لرستان,کوهدشت,درب گنبد,,27141310,1000034403
4300,دهستان,بلوران,لرستان,کوهدشت,درب گنبد,,27141311,1000034411
4301,شهر,درب گنبد,لرستان,کوهدشت,درب گنبد,,271413500,1000050334
4302,شهرستان,دورود,لرستان,,,,2715,1000003390
4303,بخش,مرکزی,لرستان,دورود,,,271510,1000012318
4304,دهستان,حشمت آباد,لرستان,دورود,مرکزی,,27151010,1000034429
4305,دهستان,دورود,لرستان,دورود,مرکزی,,27151011,1000034437
4306,دهستان,ژان,لرستان,دورود,مرکزی,,27151012,1000034445
4307,شهر,دورود,لرستان,دورود,مرکزی,,271510500,1000050342
4308,بخش,سیلاخور,لرستان,دورود,,,271511,1000012326
4309,دهستان,چالانچولان,لرستان,دورود,سیلاخور,,27151110,1000034452
4310,دهستان,سیلاخور,لرستان,دورود,سیلاخور,,27151111,1000034460
4311,شهر,چالانچولان,لرستان,دورود,سیلاخور,,271511500,1000050359
4312,شهرستان,ازنا,لرستان,,,,2716,1000003408
4313,بخش,مرکزی,لرستان,ازنا,,,271610,1000012334
4314,دهستان,پاچه لک غربی,لرستان,ازنا,مرکزی,,27161010,1000034478
4315,دهستان,سیلاخور شرقی,لرستان,ازنا,مرکزی,,27161011,1000034486
4316,شهر,ازنا,لرستان,ازنا,مرکزی,,271610500,1000050367
4317,بخش,جاپلق,لرستان,ازنا,,,271611,1000012342
4318,دهستان,جاپلق شرقی,لرستان,ازنا,جاپلق,,27161110,1000034494
4319,دهستان,جاپلق غربی,لرستان,ازنا,جاپلق,,27161111,1000034502
4320,شهر,مومن آباد,لرستان,ازنا,جاپلق,,271611500,1000050375
4321,شهرستان,پلدختر,لرستان,,,,2717,1000003416
4322,بخش,مرکزی,لرستان,پلدختر,,,271710,1000012359
4323,دهستان,جایدر,لرستان,پلدختر,مرکزی,,27171010,1000034510
4324,دهستان,جلوگیر,لرستان,پلدختر,مرکزی,,27171011,1000034528
4325,دهستان,ملاوی,لرستان,پلدختر,مرکزی,,27171012,1000034536
4326,دهستان,میانکوه غربی,لرستان,پلدختر,مرکزی,,27171013,1000034544
4327,شهر,پلدختر,لرستان,پلدختر,مرکزی,,271710500,1000050383
4328,شهر,سراب حمام,لرستان,پلدختر,مرکزی,,271710501,1002600896
4329,بخش,معمولان,لرستان,پلدختر,,,271711,1000012367
4330,دهستان,افرینه,لرستان,پلدختر,معمولان,,27171110,1000034551
4331,دهستان,معمولان,لرستان,پلدختر,معمولان,,27171111,1000034569
4332,دهستان,میانکوه شرقی,لرستان,پلدختر,معمولان,,27171112,1000034577
4333,شهر,معمولان,لرستان,پلدختر,معمولان,,271711500,1000050391
4334,شهرستان,سلسله,لرستان,,,,2718,1000003424
4335,بخش,مرکزی,لرستان,سلسله,,,271810,1000012375
4336,دهستان,هنام,لرستان,سلسله,مرکزی,,27181010,1000034585
4337,دهستان,یوسف وند,لرستان,سلسله,مرکزی,,27181011,1000034593
4338,دهستان,دوآب,لرستان,سلسله,مرکزی,,27181012,1000034601
4339,دهستان,قلعه مظفری,لرستان,سلسله,مرکزی,,27181013,1000034619
4340,شهر,لاشتر,لرستان,سلسله,مرکزی,,271810500,1000050409
4341,بخش,فیروزآباد,لرستان,سلسله,,,271811,1000012383
4342,دهستان,فیروز آباد,لرستان,سلسله,فیروزآباد,,27181110,1000034627
4343,دهستان,قلائی,لرستان,سلسله,فیروزآباد,,27181111,1000034635
4344,شهر,فیروزآباد,لرستان,سلسله,فیروزآباد,,271811500,1000050417
4345,شهرستان,چگنی,لرستان,,,,2719,1000003432
4346,بخش,چگنی,لرستان,چگنی,,,271910,1000012391
4347,دهستان,تشکن,لرستان,چگنی,چگنی,,27191010,1000034643
4348,دهستان,دوره,لرستان,چگنی,چگنی,,27191011,1000034650
4349,شهر,سراب دوره,لرستان,چگنی,چگنی,,271910500,1000050425
4350,بخش,ویسیان,لرستان,چگنی,,,271911,1000012409
4351,دهستان,شوراب,لرستان,چگنی,ویسیان,,27191110,1000034668
4352,دهستان,ویسیان,لرستان,چگنی,ویسیان,,27191111,1000034676
4353,شهر,ویسیان,لرستان,چگنی,ویسیان,,271911500,1000050433
4354,بخش,شاهیوند,لرستان,چگنی,,,271912,1000012417
4355,دهستان,کشکان شمالی,لرستان,چگنی,شاهیوند,,27191210,1000034684
4356,دهستان,کشکان جنوبی,لرستان,چگنی,شاهیوند,,27191211,1000034692
4357,شهر,چم پلک,لرستان,چگنی,شاهیوند,,271912500,1000257533
4358,شهرستان,رومشکان,لرستان,,,,2720,1000003440
4359,بخش,مرکزی,لرستان,رومشکان,,,272010,1000012425
4360,دهستان,رومشکان,لرستان,رومشکان,مرکزی,,27201010,1000034700
4361,دهستان,بازوند,لرستان,رومشکان,مرکزی,,27201011,1000034718
4362,شهر,چقابل,لرستان,رومشکان,مرکزی,,272010500,1000050441
4363,بخش,سوری,لرستان,رومشکان,,,272011,1000012433
4364,دهستان,سوری,لرستان,رومشکان,سوری,,27201110,1000034726
4365,دهستان,رومیانی,لرستان,رومشکان,سوری,,27201111,1000034734
4366,شهر,سوری,لرستان,رومشکان,سوری,,272011500,1000258002
4367,استان,همدان,,,,,28,1000000206
4368,شهرستان,ملایر,همدان,,,,2810,1000003457
4369,بخش,مرکزی,همدان,ملایر,,,281010,1000012441
4370,دهستان,ترک شرقی,همدان,ملایر,مرکزی,,28101010,1000034742
4371,دهستان,حرم رود علیا,همدان,ملایر,مرکزی,,28101011,1000034759
4372,دهستان,موزاران,همدان,ملایر,مرکزی,,28101012,1000034767
4373,دهستان,جوزان,همدان,ملایر,مرکزی,,28101013,1000034775
4374,دهستان,کوه سرده,همدان,ملایر,مرکزی,,28101014,1000034783
4375,شهر,ملایر,همدان,ملایر,مرکزی,,281010500,1000050458
4376,شهر,اسلامشهر آق گل,همدان,ملایر,مرکزی,,281010501,1000053593
4377,بخش,سامن,همدان,ملایر,,,281011,1000012458
4378,دهستان,آورزمان,همدان,ملایر,سامن,,28101110,1000034791
4379,دهستان,حرم رود سفلی,همدان,ملایر,سامن,,28101111,1000034809
4380,دهستان,سامن,همدان,ملایر,سامن,,28101112,1000034817
4381,دهستان,سفیدکوه,همدان,ملایر,سامن,,28101113,1000034825
4382,شهر,سامن,همدان,ملایر,سامن,,281011500,1000050466
4383,بخش,جوکار,همدان,ملایر,,,281012,1000012466
4384,دهستان,المهدی,همدان,ملایر,جوکار,,28101210,1000034833
4385,دهستان,ترک غربی,همدان,ملایر,جوکار,,28101211,1000034841
4386,دهستان,جوکار,همدان,ملایر,جوکار,,28101212,1000034858
4387,شهر,ازندریان,همدان,ملایر,جوکار,,281012500,1000050474
4388,شهر,جوکار,همدان,ملایر,جوکار,,281012501,1000050482
4389,بخش,زند,همدان,ملایر,,,281013,1000012474
4390,دهستان,کمازان سفلی,همدان,ملایر,زند,,28101310,1000034866
4391,دهستان,کمازان علیا,همدان,ملایر,زند,,28101311,1000034874
4392,دهستان,کمازان وسطی,همدان,ملایر,زند,,28101312,1000034882
4393,شهر,زنگنه,همدان,ملایر,زند,,281013500,1000050490
4394,شهرستان,همدان,همدان,,,,2811,1000003465
4395,بخش,مرکزی,همدان,همدان,,,281110,1000012482
4396,دهستان,لاوندکوه شرقی,همدان,همدان,مرکزی,,28111010,1000034890
4397,دهستان,لاوندکوه غربی,همدان,همدان,مرکزی,,28111011,1000034908
4398,دهستان,سنگستان,همدان,همدان,مرکزی,,28111012,1000034916
4399,دهستان,گنبد,همدان,همدان,مرکزی,,28111013,1000034924
4400,دهستان,هگمتانه,همدان,همدان,مرکزی,,28111014,1000034932
4401,دهستان,ابرو,همدان,همدان,مرکزی,,28111015,1000034940
4402,شهر,همدان,همدان,همدان,مرکزی,,281110500,1000050508
4403,شهر,مریانج,همدان,همدان,مرکزی,,281110501,1000050516
4404,شهر,جورقان,همدان,همدان,مرکزی,,281110502,1000050524
4405,بخش,شراء,همدان,همدان,,,281111,1000012490
4406,دهستان,جیحون دشت,همدان,همدان,شراء,,28111110,1000034957
4407,دهستان,چاه دشت,همدان,همدان,شراء,,28111111,1000034965
4408,دهستان,شور دشت,همدان,همدان,شراء,,28111112,1000034973
4409,شهر,قهاوند,همدان,همدان,شراء,,281111500,1000050532
